직업코드,직업명,직업분류,NCS능력단위명,NCS능력단위정의,NCS대분류,NCS중분류,NCS소분류,능력단위코드
K000007537,작업치료사,의료기사·치료사·재활사,일상생활기능지원,"건강지원이란 위생지원, 약복용, 의료기관이용, 재활운동보조를 통해 대상자의 건강을 유지하고 향상시키는 능력이다.",사회복지·종교,사회복지,사회복지서비스,0701020205
K000007537,작업치료사,의료기사·치료사·재활사,보육,"발달지원 및 상담이란 발달적으로 어려움이 있는 영유아의 행동 사례를관찰, 분석, 선별하고, 사례별 발달 지원 계획과 지원, 보호자 상담과 전문가를 연계할 수 있는 능력이다.",사회복지·종교,보육,보육,0703010130
K000007537,작업치료사,의료기사·치료사·재활사,근로자작업환경관리,근골격계 질환 예방관리란 작업장의 근골격계 부담작업을 예측ㆍ조사ㆍ평가하여 근로자의 근골격계 질환 발생을 예방ㆍ관리하는 능력이다.,환경·에너지·안전,산업안전보건,산업보건관리,2306020208
K000007544,임상병리사,의료기사·치료사·재활사,지역사회위생관리,"감염병 예방관리란 지역사회에서 호흡기계 감염, 소화기계 감염, 피부점막감염, 매개곤충 감염, 기생충의 감염 발생을 예방하고 전파를 방지하는 능력이다.",보건·의료,보건,보건지원,0601020509
K000007544,임상병리사,의료기사·치료사·재활사,요양지원,"물품전달이란 원활한 전달 관련 업무를 위해 검체물 전달, 소독물 전달,부소독물전달, 약물전달, 서류 전달 등을 수행하는 능력이다.",보건·의료,보건,의료기술지원,0601010802
K000007544,임상병리사,의료기사·치료사·재활사,수의서비스,"수의병성감정은 동물의 병력을 확인하고, 분석에 필요한 가검물을 채취하여 질병 상태를 검사ㆍ분석한 후 결과를 정리하여 통보하는 능력이다.",농림어업,축산,축산자원개발,2402010406
K000007564,놀이치료사,의료기사·치료사·재활사,청소년상담복지,위기지원이란 위험에 노출된 청소년에게 즉시 개입하여 일차적 위기상황을 해결하고 지속적인 상담 및 사후관리 등의 서비스를 제공함으로써 2차 위험에 노출되는 것을 예방하는 능력이다.,사회복지·종교,상담,청소년지도,0702020223
K000007564,놀이치료사,의료기사·치료사·재활사,청소년상담복지,생활기술교육은 위기청소년 자신의 삶을 영위해 나갈 수 있는 기초생활능력을 습득할 수 있도록 교육하고 지원하는 능력이다.,사회복지·종교,상담,청소년지도,0702020226
K000007564,놀이치료사,의료기사·치료사·재활사,공공복지,대상자 발굴조사란 주민복지욕구를 파악하여 복지대상자를 발굴하는 능력이다.,사회복지·종교,사회복지,사회복지정책,0701010305
K000007577,치과기공사,의료기사·치료사·재활사,청소년상담복지,"전화상담이란 대면상담의 어려움이 있거나, 고민에 대한 즉각적인 상담이 필요한 청소년을 대상으로 청소년들이 접근 용이한 매체인 전화를 활용하여 청소년을 상담하는 능력이다.",사회복지·종교,상담,청소년지도,0702020219
K000007577,치과기공사,의료기사·치료사·재활사,병원행정,병원경영평가란 병원경영의 실태 등을 조사해 결손부분을 배재하고 적정화대책을 세울 수 있는 능력이다.,보건·의료,보건,보건지원,0601020107
K000007577,치과기공사,의료기사·치료사·재활사,근로자작업환경관리,"유해요인 관리란 근로자의 건강보호를 위하여 작업장에서 발생되는 물리적, 화학적, 생물학적 유해인자들의 노출을 최소화하기 위한 관리 능력이다.",환경·에너지·안전,산업안전보건,산업보건관리,2306020207
K000007461,응급구조사,보건·의료 종사자,구조구급,"환자이송은 응급환자 발생 신고접수 시 상황실과 구   급대원간의 통신업무, 지도의사와의 의료지도, 교신․이 송시 관련 장비의 활용, 이송병원 선정과 이송수단을  결정하여 수행하는 능력이다.",법률·경찰·소방·교도·국방,소방방재,소방,0502010309
K000007461,응급구조사,보건·의료 종사자,하우스매니징,공연장 위기상황대처관리란 공연장에서의 관객의 안전을 위하여 위기상황별 대처계획 및 안전계획을 수립하고 관계기관 협조체계를 구축하여 비상상황을 관리할 수 있는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801031112
K000007461,응급구조사,보건·의료 종사자,구조구급,"구급 안전관리는 각종현장의 위험요소로부터 구조․구급대원의 안전사고발생을 예방하고, 질병에 감염된 환자들로부터 대원의 안전을 확보하고,건강을 관리하는 능력이다.",법률·경찰·소방·교도·국방,소방방재,소방,0502010310
K000007492,보건의료정보관리사,보건·의료 종사자,의료정보관리,병원통계 생성·활용이란 의료법 및 기타 관련법령과 기관의 규정이 허용하는 범위 내에서 목적에 따라 병원운영에 필요한 통계자료를 생성하고제공하는 능력이다.,보건·의료,보건,의료기술지원,0601011421
K000007492,보건의료정보관리사,보건·의료 종사자,의료정보관리,"의료정보 DB 관리란 환자에게 제공되는 진료서비스와 관련된 자료를 수집하여, 관련된 DB를 일관성 있게 공통된 의료정보시스템으로 구축하고,구축된 DB를 종류별로 정해진 지침과 절차에 따라 지속적으로 정확하게유지·관리하는 능력이다.",보건·의료,보건,의료기술지원,0601011413
K000007492,보건의료정보관리사,보건·의료 종사자,의료정보관리,"의료정보/의무기록 열람·제공·교류란 의료법 및 기타 관련법령과 기관의 규정이 허용하는 범위와 요청 목적에 따라 사용할 수 있도록 안전한방법으로 관련 정보를 제공하며, 병원과 병원, 환자와 병원 간의 의료서비스를 제공을 받을 수 있도록 지원하는 능력이다.",보건·의료,보건,의료기술지원,0601011420
K000007509,안경사,보건·의료 종사자,병원행정,"병원세무관리란 병원의 경영 및 관리와 관련된 각종 세액을 계산하고, 신고 및 납부업무를 수행할 수 있는 능력이다.",보건·의료,보건,보건지원,0601020120
K000007509,안경사,보건·의료 종사자,요양지원,"물품전달이란 원활한 전달 관련 업무를 위해 검체물 전달, 소독물 전달,부소독물전달, 약물전달, 서류 전달 등을 수행하는 능력이다.",보건·의료,보건,의료기술지원,0601010802
K000007509,안경사,보건·의료 종사자,병원행정,"고객관리란 의료기관을 이용하는 고객인 환자와 관련된 민원을 해결하고,협력병원과 관련된 업무를 처리하고 관리할 수 있는 능력이다.",보건·의료,보건,보건지원,0601020112
K000007547,안마사,보건·의료 종사자,병원행정,"병원세무관리란 병원의 경영 및 관리와 관련된 각종 세액을 계산하고, 신고 및 납부업무를 수행할 수 있는 능력이다.",보건·의료,보건,보건지원,0601020120
K000007547,안마사,보건·의료 종사자,무대기술감독,"공연장 기술환경 점검이란 공연시스템을 공연장 현실에 알맞게 공연장 관계자들과의 합의에 의해 일정, 안전 및 특이사항을 수정, 보완하여 최선의공연진행이 이루어질 수 있도록 최종 점검 및 회의를 진행하고 결정하는능력이다.",문화·예술·디자인·방송,문화·예술,공연예술,0801030705
K000007547,안마사,보건·의료 종사자,보험계약심사,"환경적 인수위험평가란 피보험자의 환경적 위험을 정확하게 평가하기 위하여 환경적 심사정보 수집, 환경적 심사위험 평가, 환경적 가입조건 결정을 하는 능력이다.",금융·보험,보험,보험영업·계약,0302020203
K000007576,간호조무사,보건·의료 종사자,요양지원,"물품전달이란 원활한 전달 관련 업무를 위해 검체물 전달, 소독물 전달,부소독물전달, 약물전달, 서류 전달 등을 수행하는 능력이다.",보건·의료,보건,의료기술지원,0601010802
K000007576,간호조무사,보건·의료 종사자,요양지원,"환자이송지원이란 보행가능환자, 휠체어환자, 운반차 환자 등 다양한 유형의 환자이송 업무를 지원하는 능력이다.",보건·의료,보건,의료기술지원,0601010803
K000007576,간호조무사,보건·의료 종사자,요양지원,"물품세척이란 감염예방 활동을 지원하기 위하여 오염물품 세척, 비 오염물품 세척, 비품청결 유지 등을 수행하는 능력이다.",보건·의료,보건,의료기술지원,0601010806
K000000824,번역가,작가·통번역가,지식재산평가·거래,"지식재산 거래 조건 협상은 기술 수요자와 공급자 간의 원활한 거래가 이루어질 수 있도록 사전 실사와 평가를 수행하고, 협상을 통해 거래 조건을조정하고, 그 결과를 기술 이전 계약서로 작성하는 능력이다.",법률·경찰·소방·교도·국방,법률,지식재산관리,0501020209
K000000824,번역가,작가·통번역가,영화콘텐츠유통·서비스,외국영화 판권 확보란 수익성 높고 관객의 문화적 욕구를 충족시키는 외국영화를 선정하여 유리한 가격협상과 조건협상을 통해 판권 계약을 하는능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,0803030203
K000000824,번역가,작가·통번역가,가전기기시스템소프트웨어개발,"시스템소프트웨어 개발관리란 해당 가전기기 시스템 소프트웨어에 대한모든 개발이력과 정보를 취합하여 정리하고 버전 관리, 소프트웨어 유지,보수 및 사용설명서 제작, 특허 출원 등의 작업을 수행하는 능력이다.",전기·전자,전자기기개발,가전기기개발,1903010110
K000001051,통역가,작가·통번역가,국내여행안내,환송(sending) 지원이란 탑승수속을 지원하고 출국장 이용정보를 확인하는 능력이다.,이용·숙박·여행·오락·스포츠,관광·레저,여행서비스,1203010312
K000001051,통역가,작가·통번역가,환경설비설계,에너지자원 절감산정이란 고효율기기선정/신재생에너지활용/폐열회수/방류수재이용/바이오가스이용 등의 방법으로 유기성폐기물 처리시설의 운영시 소요되는 에너지/자원 절감을 산정하는 능력이다.,건설,플랜트,플랜트설계·감리,1404010508
K000001051,통역가,작가·통번역가,게임콘텐츠제작,게임 2D 배경제작이란 게임 개발에 활용할 수 있도록 게임 원화 디자인을기반으로 배경을 설계하고 제작하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020539
K000001169,방송작가,작가·통번역가,편집,"편집 레이아웃 작업이란 원고의 특성과 가독성을 고려하여 편집 기획에부합하는 출판물의 체재와 판면을 구성하고, 그에 따라 수집·가공한 편집 자료(텍스트, 이미지 자료)를 바탕으로 원고를 배치하고 제작 사양을 결정하는 능력이다.",인쇄·목재·가구·공예,인쇄·출판,출판,2201010305
K000001169,방송작가,작가·통번역가,방송콘텐츠유통·서비스,방송콘텐츠 라이센스 관리란 다양한 유통망과 서비스를 통해 방송콘텐츠를 적법하게 제공하기 위해 방송콘텐츠의 저작권 또는 저작인접권과 각종라이센스를 체계적으로 관리하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠유통·서비스,0803030103
K000001169,방송작가,작가·통번역가,방송콘텐츠제작,"아이템 선정이란, 방송콘텐츠제작을 사전에 기획하는 단계로서, 자료를 조사하고 아이템 리스트를 작성하여 제작진 회의를 통해 아이템을 확정하는능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020111
K000001198,출판물기획자,작가·통번역가,출판기획,출판 독자 분석이란 출판물의 목표시장에 맞는 핵심독자를 선정하기 위하여 독자를 세분화하고 욕구를 파악하는 능력이다.,인쇄·목재·가구·공예,인쇄·출판,출판,2201010112
K000001198,출판물기획자,작가·통번역가,VR콘텐츠디자인,씬(공간)디자인 후반작업이란 가상현실 시나리오를 분석 및 파악하여 제작된 가상현실 콘텐츠에 필요한 연출과 가상현실 장치에 맞는 커스터마이징을 통해 안정적이며 실감나는 가상현실을 체험할 수 있도록 가상현실 공간과 장치를 동기화하고 물리적 현상을 적용하며 체험공간을 구체화하고연출에 필요한 이미지와 영상을 편집 및 활용하는 능력이다.,문화·예술·디자인·방송,디자인,디자인,0802011207
K000001198,출판물기획자,작가·통번역가,편집,전자출판물 제작이란 출판물을 전자출판물로 생산하기 위하여 전자출판물변환 형식을 결정하고 완성본의 파일 관리와 유통계획을 수립하는 능력이다.,인쇄·목재·가구·공예,인쇄·출판,출판,2201010316
K000007572,소설가,작가·통번역가,사회복지면담,사회복지면담 초기면접은 사회복지사가 클라이언트의 문제와 욕구를 파악하기 위해 참여를 유도하고 신뢰관계를 형성하는 능력이다.,사회복지·종교,사회복지,사회복지서비스,0701020301
K000007572,소설가,작가·통번역가,편집,"편집 레이아웃 작업이란 원고의 특성과 가독성을 고려하여 편집 기획에부합하는 출판물의 체재와 판면을 구성하고, 그에 따라 수집·가공한 편집 자료(텍스트, 이미지 자료)를 바탕으로 원고를 배치하고 제작 사양을 결정하는 능력이다.",인쇄·목재·가구·공예,인쇄·출판,출판,2201010305
K000007572,소설가,작가·통번역가,편집,전자출판물 제작이란 출판물을 전자출판물로 생산하기 위하여 전자출판물변환 형식을 결정하고 완성본의 파일 관리와 유통계획을 수립하는 능력이다.,인쇄·목재·가구·공예,인쇄·출판,출판,2201010316
K000000937,신문기자,기자 및 언론 전문가,만화콘텐츠제작,"만화작품기획이란 만화콘텐츠 제작에 필요한 아이디어를 구상하고 각종자료의 조사, 취재, 고증을 통하여 작품을 설계하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020701
K000000937,신문기자,기자 및 언론 전문가,위험물운송·운반관리,사고대응조치는 사고대응 매뉴얼을 파악하여 위험물 사고에 신속 정확하게 대응하고 보고하며 사고현장을 수습하는 능력이다.,법률·경찰·소방·교도·국방,소방방재,소방,0502010509
K000000937,신문기자,기자 및 언론 전문가,방송콘텐츠제작,"자료조사란 확정된 방송 아이템을 실제 검증하는 단계로, 관련자료 수집하기, 현장답사 하기, 전문가 자문을 받을 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020112
K000000966,잡지기자,기자 및 언론 전문가,증강현실(AR)콘텐츠제작,"증강현실 3D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 3D 그래픽 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,2002040305
K000000966,잡지기자,기자 및 언론 전문가,PR,오프라인 PR은 오프라인 매체를 통해 PR 대상자에게 정보를 전달하기 위하여 매체별 홍보물을 제작하여 알리는 능력이다.,경영·회계·사무,기획사무,홍보·광고,0201020104
K000000966,잡지기자,기자 및 언론 전문가,방송콘텐츠제작,"자료조사란 확정된 방송 아이템을 실제 검증하는 단계로, 관련자료 수집하기, 현장답사 하기, 전문가 자문을 받을 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020112
K000001222,방송기자,기자 및 언론 전문가,PR,오프라인 PR은 오프라인 매체를 통해 PR 대상자에게 정보를 전달하기 위하여 매체별 홍보물을 제작하여 알리는 능력이다.,경영·회계·사무,기획사무,홍보·광고,0201020104
K000001222,방송기자,기자 및 언론 전문가,PR,언론 홍보는 조직이 의도하는 이슈를 언론을 통해 긍정적 이미지를 형성할 수 있도록 알리는 능력이다.,경영·회계·사무,기획사무,홍보·광고,0201020105
K000001222,방송기자,기자 및 언론 전문가,방송콘텐츠제작,"자료조사란 확정된 방송 아이템을 실제 검증하는 단계로, 관련자료 수집하기, 현장답사 하기, 전문가 자문을 받을 수 있는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020112
K000007532,사서,학예사·사서·기록물관리사,문헌정보관리,문헌정보 실무 연구수행이란 문헌정보 전문가로서 필요한 연구를 수행하고 활용할 수 있는 능력이다.,문화·예술·디자인·방송,문화·예술,문화예술경영,0801010406
K000007532,사서,학예사·사서·기록물관리사,문헌정보관리,도서관 유관기관 협력이란 도서관 운영의 효율성을 높이기 위하여 도서관정책을 분석하고 유관 기관과 협력할 수 있는 능력이다.,문화·예술·디자인·방송,문화·예술,문화예술경영,0801010417
K000007532,사서,학예사·사서·기록물관리사,문헌정보관리,"이용자 정보 서비스란 이용자를 위한 서비스와 프로그램을 기획하고 운영, 평가할 수 있는 능력이다.",문화·예술·디자인·방송,문화·예술,문화예술경영,0801010403
K000000851,지휘자,"창작·공연 전문가(작가, 연극 제외)",무대음향,음향시스템 조정이란 음향시스템의 성능을 측정하고 최적화하는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030405
K000000851,지휘자,"창작·공연 전문가(작가, 연극 제외)",무대감독,공연 진행이란 매회 일정 수준의 질 높은 공연을 유지하기 위해 출연진과스태프를 효율적으로 관리·감독하는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030605
K000000851,지휘자,"창작·공연 전문가(작가, 연극 제외)",철도선로시설물유지보수,"궤도보수란 열차를 안전하게 운행할 수 있도록 궤도, 노반, 구조물 등 선로시설물을 유지보수하는 능력이다.",운전·운송,철도운전·운송,철도시설유지보수,0902020104
K000001089,가수,"창작·공연 전문가(작가, 연극 제외)",실용음악,보컬 디렉팅이란 실용음악의 노래 곡을 녹음하는 가수의 가창을 곡의 표현의도에 맞게 지도하고 감독하여 보컬녹음의 완성도를 향상시키는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020123
K000001089,가수,"창작·공연 전문가(작가, 연극 제외)",실용음악,솔로 보컬이란 실용음악의 노래 곡을 다양한 장르와 스타일에 맞게 보컬테크닉을 응용하여 가창하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020117
K000001089,가수,"창작·공연 전문가(작가, 연극 제외)",곡류·서류·견과류가공,"호화미분 제조란 식품의 제조·가공에 필요한 소재로 사용하기 위하여 용도별로 원료인 쌀과 부재료의 준비, 조분쇄, 가수, 압출, 분쇄하여 검사, 포장하는 능력이다.",식품가공,식품가공,식품가공,2101010802
K000001110,국악인,"창작·공연 전문가(작가, 연극 제외)",실용음악,발성 트레이닝이란 실용음악의 노래 곡을 가창하는데 있어서 기본이 되는호흡과 발성 기술을 훈련하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020121
K000001110,국악인,"창작·공연 전문가(작가, 연극 제외)",음악콘텐츠제작,작품 분석이란 음반 기획 전략에 따라 국내와 해외의 대중음악사를 이해하고 개별적인 음악적 요소나 성격으로 적용하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020314
K000001110,국악인,"창작·공연 전문가(작가, 연극 제외)",실용음악,코러스란 실용음악의 노래 곡을 그룹으로 가창하고 공연하고 녹음하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020120
K000001181,연주가,"창작·공연 전문가(작가, 연극 제외)",실용음악,즉흥 연주란 다양한 재즈곡에 있어서 그 곡의 형식을 암기하고 화성진행과 리듬에 맞는 즉흥 연주를 할 수 있는 능력이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020126
K000001181,연주가,"창작·공연 전문가(작가, 연극 제외)",문화재보존,"무형 문화유산 보존이란 공연예술, 전통기술, 구전전통을 보존하는 능력이다.",문화·예술·디자인·방송,문화·예술,문화재관리,0801040310
K000001181,연주가,"창작·공연 전문가(작가, 연극 제외)",실용음악,보컬곡 연주란 노래가 있는 곡에 있어서 그 곡의 리듬과 템포에 맞춰 악기를 연주할 수 있는 능력이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020124
K000007479,안무가,"창작·공연 전문가(작가, 연극 제외)",무대미술,무대미술 공연공간 현장 자료 조사란 무대디자인시 필요한 여러 가지 물리적인 요소들을 직접 확인하고 방문 검수하고 수집하여 분석하는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030516
K000007479,안무가,"창작·공연 전문가(작가, 연극 제외)",무대미술,공연텍스트 시각화 분석이란 공연 내용을 통해 창조적인 요소들을 분석하고 결과물에 대한 예측을 하는 것을 말한다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030514
K000007479,안무가,"창작·공연 전문가(작가, 연극 제외)",무대미술,무대미술 공연 구상이란  실제적인 공연공간을 분석하고 여러 시각 담당관계자들과의 협의로 무대미술을 구상하는 것을 말한다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030512
K000007505,성악가,"창작·공연 전문가(작가, 연극 제외)",실용음악,발성 트레이닝이란 실용음악의 노래 곡을 가창하는데 있어서 기본이 되는호흡과 발성 기술을 훈련하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020121
K000007505,성악가,"창작·공연 전문가(작가, 연극 제외)",음악콘텐츠제작,작품 분석이란 음반 기획 전략에 따라 국내와 해외의 대중음악사를 이해하고 개별적인 음악적 요소나 성격으로 적용하는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020314
K000007505,성악가,"창작·공연 전문가(작가, 연극 제외)",실용음악,코러스란 실용음악의 노래 곡을 그룹으로 가창하고 공연하고 녹음하는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020120
K000007546,무용가,"창작·공연 전문가(작가, 연극 제외)",무대미술,무대미술 공연공간 현장 자료 조사란 무대디자인시 필요한 여러 가지 물리적인 요소들을 직접 확인하고 방문 검수하고 수집하여 분석하는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030516
K000007546,무용가,"창작·공연 전문가(작가, 연극 제외)",무대미술,공연텍스트 시각화 분석이란 공연 내용을 통해 창조적인 요소들을 분석하고 결과물에 대한 예측을 하는 것을 말한다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030514
K000007546,무용가,"창작·공연 전문가(작가, 연극 제외)",무대미술,무대미술 공연 구상이란  실제적인 공연공간을 분석하고 여러 시각 담당관계자들과의 협의로 무대미술을 구상하는 것을 말한다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030512
K000007583,작곡가,"창작·공연 전문가(작가, 연극 제외)",실용음악,작사란 실용음악의 노래 곡 멜로디에 노랫말을 구상하여 붙이는 일이다.,문화·예술·디자인·방송,문화·예술,실용예술,0801020103
K000007583,작곡가,"창작·공연 전문가(작가, 연극 제외)",광고콘텐츠제작,사운드 디자인이란 광고 콘셉트에 적합한 사운드를 구현하기 위한 음향장비를 구성하고 사운드를 녹음하고 편집하는 일이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020420
K000007583,작곡가,"창작·공연 전문가(작가, 연극 제외)",영상연출,"사운드 연출이란 영상콘텐츠를 대중에게 효과적으로 전달하기 위해 후시녹음과 음향효과를 연출하고, 선곡과 작곡을 확정하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,영상제작,0803040109
K000001000,제품 디자이너,디자이너,제품디자인,"제품디자인 전략 수립 콘셉트 구체화란 ‘제품디자인 리서치’의 분석 결과를 종합하여 제품 구현에 필요한 차별화 요소와 경쟁 포인트 등 구체적사양을 결정하여, 다음 단계인 ‘디자인 아이디어 발상’의 준거로 활용하는 능력이다.",문화·예술·디자인·방송,디자인,디자인,0802010214
K000001000,제품 디자이너,디자이너,지식재산정보조사분석,"디자인 맵 검토란 창작물의 국내/외 선행디자인의 활용을 위해 디자인 맵을 검색하고, 디자인 맵을 분석할 수 있는 능력이다.",법률·경찰·소방·교도·국방,법률,지식재산관리,0501020310
K000001000,제품 디자이너,디자이너,스포츠라이선싱,"스포츠라이선싱 제품개발이란 제품을 개발하기 위해 디자인, 소재, 생산공정 및 품질 관리를 연구하는 능력이다.",이용·숙박·여행·오락·스포츠,스포츠,스포츠마케팅,1204040206
K000001060,시각 디자이너,디자이너,편집디자인,사진 이미지 편집디자인이란 출판물의 특성에 맞는 사진 이미지를 디자인하기 위하여 출판물 내용에 맞는 사진 이미지를 선정하고 디자인하여 결과물을 검수하는 능력이다.,인쇄·목재·가구·공예,인쇄·출판,출판,2201010214
K000001060,시각 디자이너,디자이너,서비스경험디자인,"서비스·경험디자인 수행계획 수립은 제반 내용과 범위, 수행기간, 투입인력, 난이도 등을 고려 비용을 산출하고, 수행 계획을 구체화하여 계약 체결을 위한 협의 사항을 작성하는 능력이다.",문화·예술·디자인·방송,디자인,디자인,0802010611
K000001060,시각 디자이너,디자이너,서비스경험디자인,서비스·경험디자인 원칙 수립이란 수집·분석된 자료를 바탕으로 서비스요구사항을 정의하고 핵심 사용자에게 제공하는 서비스 디자인 원칙을 수립하는 능력이다.,문화·예술·디자인·방송,디자인,디자인,0802010617
K000007454,의상디자이너,디자이너,무대기술감독,"공연제작 관리란 공연 제작물에 필요한 예산, 일정, 인력(조직)을 점검, 관리하는 과정으로 시기 및  분야 별 제작회의를 통해 제작일정과 제작물에대한 점검을 하고 효율적인 예산 집행될 수 있도록 관리하는 능력이다.",문화·예술·디자인·방송,문화·예술,공연예술,0801030704
K000007454,의상디자이너,디자이너,무대의상,무대의상 제작준비란 결정된 디자인을 의상 및 장신구로 제작하기 위해작업지시서를 작성하고 예산을 편성하며 시장조사를 통하여 원부자재를구입하는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030903
K000007454,의상디자이너,디자이너,영화콘텐츠제작,캐릭터디자인이란 분장과 의상을 통해 등장인물에 가장 적합한 캐릭터를만드는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020216
K000007459,영상그래픽디자이너,디자이너,증강현실(AR)콘텐츠제작,"증강현실 3D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 3D 그래픽 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,2002040305
K000007459,영상그래픽디자이너,디자이너,증강현실(AR)콘텐츠제작,"증강현실 2D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 2D 그래픽을 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,2002040304
K000007459,영상그래픽디자이너,디자이너,이러닝콘텐츠개발,"그래픽 요소 개발이란 제작된 프로토타입을 기반으로 스토리보드에 제시된 삽화, 특수효과 등을 개발하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020214
K000007463,웹디자이너,디자이너,디지털디자인,프로토타입 제작 및 사용성 테스트란 도출된 콘셉트의 방향에 맞게 시각화 작업을 해 프로토타입을 제작하고 사용성을 테스트하는 능력이다.,문화·예술·디자인·방송,디자인,디자인,0802010414
K000007463,웹디자이너,디자이너,디지털디자인,프로토타입 기초데이터 수집 및 스케치란 도출된 콘셉트의 방향에 맞게기초데이터를 수집하고 시각화가이드에 따른 프로토타입을 제작하는 능력이다.,문화·예술·디자인·방송,디자인,디자인,0802010413
K000007463,웹디자이너,디자이너,영화콘텐츠제작,시나리오 창작이란 영화제작을 위해 수립된 기획안에 부합하는 스토리를만들어내는 능력이다.,문화·예술·디자인·방송,문화콘텐츠,문화콘텐츠제작,0803020211
K000007498,실내장식디자이너,디자이너,환경디자인,환경디자인 기본설계 발표는 기획된 내용을 구체화화여 클라이언트 및 관련자들과 공유하여 검토 및 수정 보완하는 단계로 시각화시킨 디자인의기본설계내용을 효과적으로 프레젠테이션하 는 능력이다.,문화·예술·디자인·방송,디자인,디자인,0802010318
K000007498,실내장식디자이너,디자이너,무대장치·소품,무대장치·소품  제작 준비는 제작에 도움이 될 공연작품 관련된 자료를조사하고 제작일정에 따라 디자인 구현에 필요한 재료를 조사하는 능력이다.,문화·예술·디자인·방송,문화·예술,공연예술,0801030811
K000007498,실내장식디자이너,디자이너,영상미술,"영상미술 세트제작이란 제작 협의, 확정된 내용을 바탕으로 세트를 디자인과 도면에 맞게 시공 및 운영하는 능력이다.",문화·예술·디자인·방송,문화콘텐츠,영상제작,0803040714
K000007567,게임그래픽디자이너,디자이너,증강현실(AR)콘텐츠제작,"증강현실 3D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 3D 그래픽 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,2002040305
K000007567,게임그래픽디자이너,디자이너,증강현실(AR)콘텐츠제작,"증강현실 2D 그래픽 제작이란 현실세계에서 구현하고자하는 가상그래픽을 사용자가 체험할 수 있도록 2D 그래픽을 디자인, 제작, 검증하는 능력이다.",정보통신,통신기술,실감형콘텐츠제작,2002040304
K000007567,게임그래픽디자이너,디자이너,이러닝콘텐츠개발,"그래픽 요소 개발이란 제작된 프로토타입을 기반으로 스토리보드에 제시된 삽화, 특수효과 등을 개발하는 능력이다.",교육·자연·사회과학,직업교육,이러닝,0403020214
K000000951,모델,연극·영화·방송 전문가,인공지능모델링,"인공지능 모델 선정이란 인공지능 최적화를 위하여 평가기준을 결정하고,모델 선정 기준을 결정한 뒤, 이해당사자의 피드백을 고려하여 최적의 모델을 선정하는 능력이다.",정보통신,정보기술,인공지능,2001070307
